video_id,duration
ve3oQBjcAGI,PT15M16S
WKMOuDoVxFw,PT46M28S
n1WpP7iowLc,PT5M5S
seGgZp-XYdM,PT1M54S
teXaL6GdQRk,PT7M18S
hbhbu_Kf424,PT4M40S
2kyS6SvSYSE,PT11M18S
5qpjK5DgCt4,PT9M29S
b-ShNqtj8Yw,PT5M4S
cxMvzK2OQTw,PT2M43S
rBpMYATttsI,PT8M58S
AT_XoYrpcDU,PT2M58S
lSozbwZmq74,PT16M30S
6fv7CqCjiJw,PT12M34S
1SiKopOt-QM,PT15M21S
d380meD0W0M,PT12M13S
HnCU20Cu0fs,PT43S
9SK1I0V6U5c,PT5M58S
CtBca6H6Teg,PT5M4S
GTNHqpL0N2g,PT4M10S
Y9nDagqKL7Q,PT17S
w9jjpn6W2to,PT17M16S
wDEA3rpYHnI,PT2M12S
Nc0ZCtZdgAk,PT3M19S
UWOAuTP27eo,PT10M4S
DbJ2s_g1oDc,PT10M51S
xdHmuy1RqCg,PT1M9S
oP-6Z1RlaIc,PT4M3S
0UJ54iT4yIU,PT7M42S
AGVW9Z4RcUc,PT3M51S
vIVaLtJmyPs,PT13M13S
_uM5kFfkhB8,PT9M34S
LUzsOyWp9lw,PT10M23S
HIz1H_rkrl0,PT42M15S
pcWKpGzhgq4,PT2M41S
cTRJYA6dibU,PT3M40S
JzCsM1vtn78,PT11M13S
U3xLOo-CNwo,PT11M4S
a8G-vVFKm4M,PT21M31S
wczm1faUZ1Q,PT8M15S
9B7phYYVCpI,PT5M34S
xr6vrCPyVj8,PT2M45S
H1KBHFXm2Bg,PT5M17S
YTiYQwk7Bw0,PT9M2S
WzQrvFAPoII,PT21M27S
v5e4gwDGrNk,PT9M11S
AlrbKKGIcjI,PT20M17S
Z7Q_FBRgqq0,PT5M7S
l4bAoNAx2uo,PT6M32S
oGSNSLD8rcw,PT21S
gHZ1Qz0KiKM,PT13M53S
8oHAKlhOeZQ,PT33M58S
bO7Qwgs4IFU,PT14M45S
sbIED1w1WuQ,PT7M52S
jVpp2BUtMoY,PT11M45S
W2om14p_xfw,PT3M34S
U_u91SjrEOE,PT4M47S
AS9-ITLhQxo,PT13M1S
sxIwJVRWp1E,PT4M7S
2Vv-BfVoq4g,PT4M40S
nc99ccSXST0,PT10M8S
u-WXjOBFdgw,PT6M33S
_EuW3ClJ19A,PT3M2S
9Ca8zWJOlFQ,PT15M55S
HfCqloq_jjw,PT2M9S
2CZXls3Yclo,PT9M44S
A5TPOKoE1_M,PT38M29S
I-EjUI-lkrs,PT37M51S
jr9QtXwC9vc,PT2M29S
JwboxqDylgg,PT3H32M8S
rw24wc00q3Q,PT1M55S
SOcArtrkU-M,PT51S
kzwfHumJyYc,PT27S
qJ2xXGIJT10,PT11M15S
hW2B_GT3b1E,PT1M29S
024W1BxcIys,PT14M57S
eAyxMv4IBH8,PT2M17S
qZN9ZSbR3mY,PT23M56S
meRKbDusFN0,PT16S
6H3wVsceoS0,PT3M37S
PRlmRnU9qts,PT3M17S
Y4BoKJaLaTs,PT9M21S
rt2K9NyDn6c,PT11M13S
YkfE8hHUzt4,PT41S
MOi9ZIaV9V0,PT5M31S
nAvudA4X6vI,PT5M14S
MB5LAU5z9gk,PT10M
wuf2KinLxZ8,PT7M39S
8sdQ7dP9Drs,PT1M26S
iJW9_d0EX6o,PT45M29S
Rl6pkKsIxBE,PT7M27S
FIY3e74wkXY,PT21M54S
0VNjuoiAEd0,PT3M56S
QDkLaDDJhG8,PT23M44S
i-9MxEi5oWg,PT15M34S
-k6j6Dkyl1M,PT1H12M36S
uCU5Bc2Q6pc,PT19M33S
j67FgNEvyh8,PT32S
j06RTT1fUUQ,PT53M10S
K7ZAzLjnqa0,PT5M59S
t2BfG32IDqs,PT5M49S
rvkm8DPbWgc,PT21M16S
DdiM5lA-05c,PT12M16S
hXBqZ1YKAcU,PT7M55S
ZO1nhDbqL-s,PT5M7S
T2hyuhoBQdo,PT28M52S
w86gSYR-otA,PT4M29S
ocZqvs7gUzc,PT4M19S
I2qScVQxjpo,PT15M45S
1bAN230aliU,PT6M36S
i-LCORFB860,PT3M26S
y9r_3IJdtkU,
66Y44OxufVM,PT4M43S
yGZ0yfEv1fU,PT10M9S
SPcn4iABOq4,PT1H29M11S
dKBThyjj0J0,PT1M10S
ceqntSXE-10,PT10M49S
mQbsY2KTFHk,PT26M32S
V4Uuxg6jmbo,PT18M33S
f-UzOpuKOVY,PT2M35S
TRZPLiLl9HY,PT7M14S
3e_gvryr8r4,PT13M33S
WuTFI5qftCE,PT11M52S
thBQhCoJEFQ,PT11M47S
CpU72eM8vCo,PT4M59S
0gLWN3uq74o,PT16M15S
k7uhe91wGUE,PT5M36S
oQH_rtoHsdQ,PT11M4S
MbyP-w4uOgk,PT3M49S
m11BH_xsdSs,PT1M34S
Ady-OKMcmUc,PT16M59S
VMMyw-9oH6s,PT4M58S
Iw8apHDAXhk,PT3M6S
tranxI3uYT4,PT19M23S
_LaMGYVnwYc,PT7M
S-5IU_xdAIg,PT5H29M1S
9swYq83jffs,PT8M58S
n4DFdeoi234,PT31M44S
9t9u_yPEidY,PT3M58S
xBVbkPxSV1c,PT1H57M42S
-zro2JcQucc,PT12M11S
aoERBs551uA,PT7M49S
tQqEeepdD2U,PT3M11S
7LgNSdeBIpE,PT3M6S
9fNvbeBLwGc,PT27M3S
rW8mZrEklZQ,PT1H4S
O_adY_b-aLQ,PT9M3S
oGeIaeZeG6Q,PT13M33S
cTBnDJ77kr0,PT1H33M9S
KU-GcoWD5_A,PT10M17S
noel-0RkHt0,PT14M31S
yVW2fTkYFJo,PT4M52S
k3GxDSG1c0Y,PT11M36S
8x41Bobua44,PT12M57S
Nt6sVqhG8Oo,PT1H19M2S
c64I9HNpiOY,PT2M26S
c3CDsoRDdRA,PT2M55S
9kF9xY74h-E,PT6M54S
8-Cjsnq8kVU,PT2M10S
kgaO45SyaO4,PT25S
ItYOdWRo0JY,PT10M55S
gjXrm2Q-te4,PT1M16S
VsYmwBOYfW8,PT4M27S
YvfYK0EEhK4,PT2M18S
5530I_pYjbo,PT5M51S
0dBIkQ4Mz1M,PT9M35S
XQI1b6VVb6g,PT21S
sottGW1p5os,PT11M41S
0hKHdzTMAcI,PT31S
hBbtI0BH9wU,PT6M59S
bAkEd8r7Nnw,PT10M28S
cxMvzK2OQTw,PT2M43S
_HE4dvug1YU,PT3M15S
PMFZl9WQL-E,PT48M35S
Ax1P5Q8Kr9g,PT18M50S
cmoknv58jjE,PT14M15S
ve3oQBjcAGI,PT15M16S
I1iSrCtZb7w,PT3M56S
YkfE8hHUzt4,PT41S
LXDAu8DnALw,PT6M56S
n2K4II8N6r4,PT6M47S
6fv7CqCjiJw,PT12M34S
8hKbIhrb1WU,PT5M55S
Y9nDagqKL7Q,PT17S
rBpMYATttsI,PT8M58S
SfFKLEOOh2A,PT12M44S
bg3hJuBtE-8,PT53S
hpapqEeb36k,PT3M53S
Rh7bFsjFQ1k,PT25M58S
TWpt-ze_cYU,PT3M17S
hbhbu_Kf424,PT4M40S
teXaL6GdQRk,PT7M18S
Ehke7aPI9l0,PT5M5S
Gc_BnMrFhPc,PT1M31S
5LI5VMbJVOc,PT4M2S
jO5U167y9xU,PT4M1S
seGgZp-XYdM,PT1M54S
MbSlZKzizxQ,PT11M46S
9SK1I0V6U5c,PT5M58S
AGVW9Z4RcUc,PT3M51S
b8IN0tY3fus,PT11M45S
5qpjK5DgCt4,PT9M29S
CtBca6H6Teg,PT5M4S
lTshJ-2GVKM,PT51S
Z7Q_FBRgqq0,PT5M7S
Nc0ZCtZdgAk,PT3M19S
2kyS6SvSYSE,PT11M18S
xdHmuy1RqCg,PT1M9S
gki23QL3TlI,PT38M44S
1SiKopOt-QM,PT15M21S
8WfHX9Q8S6w,PT22M46S
UdcOGSOnEDM,PT45M40S
xotnmcmktLw,PT55M30S
HIz1H_rkrl0,PT42M15S
7xQ6WkiNCvk,PT22M6S
nFSMvRWLap8,PT34M32S
ZhCrQ5AEhpg,PT12M21S
zKueZxfJalA,PT2M30S
_EuW3ClJ19A,PT3M2S
hMxSJ8RENqw,PT13M55S
8Oz9ocSaY0k,PT2M40S
YcvB3cEEdJ4,PT4M30S
_BVAJ3PXZ1k,PT6M27S
w9jjpn6W2to,PT17M16S
6u4S5hC1aWk,PT12M58S
RGBK8133YAE,PT21M42S
dq6G2YWoRqA,PT2M38S
MMGrzOu1amQ,PT15M57S
w5N2XLzit-E,PT22M45S
UWOAuTP27eo,PT10M4S
kEec9_Z5dXw,PT7M12S
oGSNSLD8rcw,PT21S
wDEA3rpYHnI,PT2M12S
8KT1UCsOE74,PT12M53S
d380meD0W0M,PT12M13S
2oGjBA0OcO8,PT7M29S
k1cA-Wh3Tc0,PT20M27S
e1H0wbUQHwQ,PT11M53S
B-CDErvATh0,PT2M7S
2jNFymV3J-M,PT7M45S
HnCU20Cu0fs,PT43S
i6UcDD9KtXQ,PT45M54S
LOFCVaHrZ4Y,PT4M12S
1dwytOnCfIg,PT8M18S
qZN9ZSbR3mY,PT23M56S
lSozbwZmq74,PT16M30S
vIVaLtJmyPs,PT13M13S
n1WpP7iowLc,PT5M5S
AT_XoYrpcDU,PT2M58S
0J0KNjh4nAU,PT5M24S
9Ca8zWJOlFQ,PT15M55S
sbIED1w1WuQ,PT7M52S
Xu7ycyZWPiw,PT3M30S
N3rcUtXjTA8,PT3M30S
PEv21CrTRSg,PT5M20S
kvLeLgb5Wyo,PT38M3S
rO7QRg88Rmc,PT10M4S
IkQhv4qzbc4,PT2M30S
i-LCORFB860,PT3M26S
NjWiiT74hB0,PT6M46S
k_3rgt-h328,PT5M23S
k7uhe91wGUE,PT5M36S
DbJ2s_g1oDc,PT10M51S
pcWKpGzhgq4,PT2M41S
4c84Y7cdM9U,PT11M14S
fx4TTAae-q4,PT7M26S
hhtzBUFGfWM,PT20M16S
0UJ54iT4yIU,PT7M42S
RZ54XSb_4oU,PT19M40S
bO7Qwgs4IFU,PT14M45S
qIYWOtX3IQc,PT9M10S
6McpkcXk-Vc,PT1M6S
2xtjlcWrCf0,PT19M23S
6PUf1Rj4kpc,PT3M11S
tO5eH6oRMfw,PT9M44S
ZptISqiTxsQ,PT7M4S
l4bAoNAx2uo,PT6M32S
KTO2cZt1c-I,PT44M8S
A5TPOKoE1_M,PT38M29S
JYnNlHQzYTY,PT8M37S
c-UH1QiCEC4,PT8M18S
xBVbkPxSV1c,PT1H57M42S
YTiYQwk7Bw0,PT9M2S
9B7phYYVCpI,PT5M34S
U_u91SjrEOE,PT4M47S
_uM5kFfkhB8,PT9M34S
HfCqloq_jjw,PT2M9S
6Oxp49EtodU,PT20M
LUzsOyWp9lw,PT10M23S
luSR-VVs3m8,PT34M21S
pBIKPrWK7mE,PT5M53S
rw24wc00q3Q,PT1M55S
5fAM7PG8Jjk,PT1H22M3S
QfmIUoZej9Q,PT24M25S
JzCsM1vtn78,PT11M13S
5khTN_EnAlY,PT11M57S
lzgQrHFDNLE,PT3M31S
gHZ1Qz0KiKM,PT13M53S
U3xLOo-CNwo,PT11M4S
_fpyjYPnEGA,PT45M59S
UrykleUEkpY,PT24M18S
lzzavO5a4OQ,PT8M2S
g1BUfk0dd20,PT3M46S
Ay3gshiguqc,PT44M17S
YyOcY4s05cw,PT19M6S
hXBqZ1YKAcU,PT7M55S
w6ffL3PJ2Og,PT27M11S
i-PVtYfQutM,PT13M52S
UwdLlnPaRAU,PT7M15S
YCtHcroNWLo,PT18M9S
asUeleSCSgw,PT4M35S
ne3sgQNOaZM,PT25M52S
d_WLZV5_x2w,PT8M12S
0ayARJdf7I4,PT1H2M16S
QjNapuOHoT0,PT2M8S
L3Yt3mi7bhU,PT2M32S
Qixn6GMy5_M,PT7M5S
AXN0_eEo5-g,PT13M35S
nqR7jkb3ehM,PT12M28S
MB5LAU5z9gk,PT10M
NTQkjhKoPbk,PT2M37S
K7ZAzLjnqa0,PT5M59S
Sk5TFr-HOyE,PT7M28S
n8yMMri5C8o,PT5M38S
_oOymFaH7Gs,PT41S
wpIu93O1IGY,PT23M40S
rvkm8DPbWgc,PT21M16S
DdiM5lA-05c,PT12M16S
YfIpOLtflWM,PT2M1S
4XiCjg0E8Go,PT4M15S
sxIwJVRWp1E,PT4M7S
8-Cjsnq8kVU,PT2M10S
p8XP7A7kvzM,PT8M44S
fRj34o4hN4I,PT55S
ItYOdWRo0JY,PT10M55S
gjXrm2Q-te4,PT1M16S
B-CDErvATh0,PT2M7S
YvfYK0EEhK4,PT2M18S
t1shnJT8NCY,PT6M34S
coOKvrsmQiI,PT2M33S
I_ZMccfRt6E,PT49M38S
VsYmwBOYfW8,PT4M27S
5530I_pYjbo,PT5M51S
7GzgwKwGhKQ,PT7M32S
0dBIkQ4Mz1M,PT9M35S
ssVrzoCgr_w,PT9M13S
hBbtI0BH9wU,PT6M59S
cxMvzK2OQTw,PT2M43S
_HE4dvug1YU,PT3M15S
qS6LoRYUdhw,PT4M18S
XQI1b6VVb6g,PT21S
7Q59auc8ctE,PT18M25S
ZptISqiTxsQ,PT7M4S
nRafaCcfrcI,PT7M28S
p9wE8dyzEJE,PT2M15S
4zT9DsfIsP4,PT3M56S
TWpt-ze_cYU,PT3M17S
16W7c0mb-rE,PT7M31S
bAkEd8r7Nnw,PT10M28S
duRDizP0gHQ,PT22M10S
0hKHdzTMAcI,PT31S
KLQQAYneljQ,PT25S
lJFqvRwOiis,PT7M59S
lTQlbULOrCg,PT2H10M3S
YkfE8hHUzt4,PT41S
8hKbIhrb1WU,PT5M55S
Ax1P5Q8Kr9g,PT18M50S
rOuSqjF9M8Y,PT2M12S
0O2IAz1E9Ts,PT10M57S
PDlw1Tn-PVk,PT3M54S
hpapqEeb36k,PT3M53S
LyqEhGyeF5g,
n2K4II8N6r4,PT6M47S
0oj_NpgyZ5Q,PT22M48S
cmoknv58jjE,PT14M15S
IFtFzBIPBFo,PT17M3S
SfFKLEOOh2A,PT12M44S
5LI5VMbJVOc,PT4M2S
pOEzjT-SED0,PT3M38S
qgVrs6lqhnA,PT8M6S
lmkRzT90LWA,PT11M21S
MbSlZKzizxQ,PT11M46S
LXDAu8DnALw,PT6M56S
Y9nDagqKL7Q,PT17S
4T4mt9MuHEI,PT6M12S
lTshJ-2GVKM,PT51S
2bAixXh2fU0,PT10M5S
RGBK8133YAE,PT21M42S
xotnmcmktLw,PT55M30S
Gc_BnMrFhPc,PT1M31S
jO5U167y9xU,PT4M1S
Rh7bFsjFQ1k,PT25M58S
jKkOYEW7RvQ,PT9M44S
0KcvQpRdCzQ,PT6M43S
Ehke7aPI9l0,PT5M5S
KdgOhXgKZMo,PT43S
iozi0XkOJG8,PT1H30M20S
k1cA-Wh3Tc0,PT20M27S
AGVW9Z4RcUc,PT3M51S
FHl0nIdbiLA,PT4M40S
KstndSY3_-s,PT9M49S
b8IN0tY3fus,PT11M45S
Gb7xq3th3wM,PT16M39S
gkznH1SpVec,PT5M44S
teXaL6GdQRk,PT7M18S
pgjRX9oGF7g,PT5M33S
fpxBxp9QKrk,PT1M14S
UdcOGSOnEDM,PT45M40S
sbA54L19Yrk,PT42M20S
q-lY3912MD8,PT21M3S
WBfOtfotvi8,PT1M29S
5EBDXsTkg1E,PT21M18S
l3xmc0pzzJI,PT11M33S
ixxR3ZoqnF0,PT1M
PMvQ81VbwMA,PT45S
9SK1I0V6U5c,PT5M58S
hMxSJ8RENqw,PT13M55S
_EuW3ClJ19A,PT3M2S
Lxet1zLBTM8,PT7M26S
lVsogHpzi9g,PT2M35S
seGgZp-XYdM,PT1M54S
BlVJWZMhg7E,PT6M5S
Nc0ZCtZdgAk,PT3M19S
dq6G2YWoRqA,PT2M38S
Z7Q_FBRgqq0,PT5M7S
k_3rgt-h328,PT5M23S
2jNFymV3J-M,PT7M45S
Z6DpdCkUvQc,PT11M25S
9PhM-zCmTFs,PT2M26S
YRnFAW2q7y8,PT20M52S
VwpYuT2cr9I,PT26M44S
QxZOFLIrdtk,PT27M23S
WhnHKIT9124,PT21M13S
ZhCrQ5AEhpg,PT12M21S
KH-NMuBWQWE,PT13M11S
tkE45g7vXA8,PT1M
CtBca6H6Teg,PT5M4S
6u4S5hC1aWk,PT12M58S
NjWiiT74hB0,PT6M46S
6fv7CqCjiJw,PT12M34S
C00ovmkoFUY,PT11M39S
w5N2XLzit-E,PT22M45S
w9jjpn6W2to,PT17M16S
LkOsgh5kcgQ,PT7M59S
x3-C132jLvs,PT6M14S
kvLeLgb5Wyo,PT38M3S
LvaUaOfX4_o,PT3M54S
WQe7SE3D7WE,PT4M59S
5qpjK5DgCt4,PT9M29S
MMGrzOu1amQ,PT15M57S
e1H0wbUQHwQ,PT11M53S
urk_kp76RoI,PT9M29S
xdHmuy1RqCg,PT1M9S
i6UcDD9KtXQ,PT45M54S
kEec9_Z5dXw,PT7M12S
HaQvKU-GX1k,PT15M54S
cWqI_jkv9KM,PT34M40S
1xzGmmWJmhU,PT2M32S
sJVMRcr-eug,PT26M19S
2kyS6SvSYSE,PT11M18S
Xu7ycyZWPiw,PT3M30S
6PUf1Rj4kpc,PT3M11S
1SiKopOt-QM,PT15M21S
jyn_orqdyHQ,PT5M40S
GyxsClOeQl4,PT9M35S
EEIP1YpFXrE,PT6M55S
42M31YliUok,PT1H38M18S
Qzsnda62XLc,PT14M2S
QW9dpUP74JE,PT3M8S
UWOAuTP27eo,PT10M4S
H6jFmjad37s,PT3M9S
rO7QRg88Rmc,PT10M4S
pauGHTsGrD4,PT5M49S
4c84Y7cdM9U,PT11M14S
rkozDD9ARJI,PT2M10S
0J0KNjh4nAU,PT5M24S
LOFCVaHrZ4Y,PT4M12S
QqAK822pdYw,PT4M1S
UrykleUEkpY,PT24M18S
2McDKO-E3Pg,PT12M15S
8iAOtfNzjS4,PT16M20S
QiLQjEtKe3M,PT41M24S
lSozbwZmq74,PT16M30S
5ORXcfLXuXU,PT24S
pBIKPrWK7mE,PT5M53S
d380meD0W0M,PT12M13S
qBe3pYZ47ds,PT17M18S
nVTNrp1RuEI,PT22M57S
luSR-VVs3m8,PT34M21S
I7p52SKOGZE,PT4M28S
qAsSsCZvBuw,PT6M43S
xOjlzuWakD4,PT29M36S
DB2qwfBeV1g,PT13M13S
TN5jzDgORqQ,PT1M51S
7uLWqykxqjY,PT5M47S
fx4TTAae-q4,PT7M26S
kHqFkIgVF3c,PT17M45S
6epjkX1sr2M,PT15M19S
jG1JY0rt2Os,PT3M37S
Aer1Z3pyEC0,PT10M14S
Rd8UD7WUIr8,PT3M48S
R9kODgFr4Fg,PT1M12S
sbIED1w1WuQ,PT7M52S
2xtjlcWrCf0,PT19M23S
JOSvINrYh-c,PT1H28M47S
8MrMKdb_PxY,PT17M44S
5khTN_EnAlY,PT11M57S
n1WpP7iowLc,PT5M5S
ITQZ2OrIBNk,PT3M53S
4XiCjg0E8Go,PT4M15S
SDvfbvuJtS8,PT4M42S
6VggjgfkCCg,PT4M6S
hhtzBUFGfWM,PT20M16S
pcWKpGzhgq4,PT2M41S
2r_nGjgqPE0,PT3M22S
8-Cjsnq8kVU,PT2M10S
p8XP7A7kvzM,PT8M44S
fRj34o4hN4I,PT55S
PDlw1Tn-PVk,PT3M54S
coOKvrsmQiI,PT2M33S
ZptISqiTxsQ,PT7M4S
XQI1b6VVb6g,PT21S
ssVrzoCgr_w,PT9M13S
LyqEhGyeF5g,
qS6LoRYUdhw,PT4M18S
p9wE8dyzEJE,PT2M15S
eOQpjvnm4ME,PT11M9S
v1zIh-FJYGg,PT4M7S
B-CDErvATh0,PT2M7S
ItYOdWRo0JY,PT10M55S
_HE4dvug1YU,PT3M15S
TyHvyGVs42U,PT3M31S
t1shnJT8NCY,PT6M34S
PvQ8MdvtJUQ,PT6M59S
ovXXvT0g6qY,PT8M37S
HdSLKZ6LN94,PT11M43S
16W7c0mb-rE,PT7M31S
5n9xafjynJA,PT9M11S
gjXrm2Q-te4,PT1M16S
YvfYK0EEhK4,PT2M18S
I_ZMccfRt6E,PT49M38S
XlCHEONTqnc,PT11M54S
S8kr0j1xNcg,PT1H38M39S
nRafaCcfrcI,PT7M28S
5530I_pYjbo,PT5M51S
7GzgwKwGhKQ,PT7M32S
hBbtI0BH9wU,PT6M59S
iE_bfDcy0iQ,PT6M49S
VsYmwBOYfW8,PT4M27S
duRDizP0gHQ,PT22M10S
7Q59auc8ctE,PT18M25S
OhgeXe_gJCU,PT5M12S
Gb7xq3th3wM,PT16M39S
5HOijUtExiM,PT5M37S
i9GSF3ROa58,PT2M56S
cxMvzK2OQTw,PT2M43S
IkWxMG-JDk4,PT2M20S
0oj_NpgyZ5Q,PT22M48S
jKkOYEW7RvQ,PT9M44S
muzbUiBIZyM,PT11M14S
pOEzjT-SED0,PT3M38S
Ae7rZuR9oBw,PT1M9S
hf7z001WkJc,PT12M4S
